t,AntennaId,EventCode,PhoneId,NetworkType,TA,x,y,TileId
0,47,0,401,3G,0,8754.965946,5216.723898,835
0,47,0,402,3G,0,8754.965946,5216.723898,835
1,47,2,402,3G,0,8754.965946,5216.723898,835
1,47,2,401,3G,0,8754.965946,5216.723898,835
2,47,2,402,3G,0,8754.965946,5216.723898,835
2,47,2,401,3G,0,8754.965946,5216.723898,835
3,47,2,402,3G,0,8754.965946,5216.723898,835
3,47,2,401,3G,0,8754.965946,5216.723898,835
4,47,2,402,3G,0,8754.965946,5216.723898,835
4,47,2,401,3G,0,8754.965946,5216.723898,835
5,47,2,402,3G,0,8754.965946,5216.723898,835
5,47,2,401,3G,0,8754.965946,5216.723898,835
6,47,2,402,3G,0,8754.965946,5216.723898,835
6,47,2,401,3G,0,8754.965946,5216.723898,835
7,47,2,402,3G,0,8754.965946,5216.723898,835
7,47,2,401,3G,0,8754.965946,5216.723898,835
8,47,2,402,3G,0,8754.965946,5216.723898,835
8,47,2,401,3G,0,8754.965946,5216.723898,835
9,47,2,402,3G,0,8754.965946,5216.723898,835
9,47,2,401,3G,0,8754.965946,5216.723898,835
10,47,2,402,3G,0,8754.965946,5216.723898,835
10,47,2,401,3G,0,8754.965946,5216.723898,835
11,47,2,402,3G,0,8754.965946,5216.723898,835
11,47,2,401,3G,0,8754.965946,5216.723898,835
12,47,2,402,3G,0,8754.965946,5216.723898,835
12,47,2,401,3G,0,8754.965946,5216.723898,835
13,47,2,402,3G,0,8754.965946,5216.723898,835
13,47,2,401,3G,0,8754.965946,5216.723898,835
14,47,2,402,3G,0,8754.965946,5216.723898,835
14,47,2,401,3G,0,8754.965946,5216.723898,835
15,47,2,402,3G,0,8754.965946,5216.723898,835
15,47,2,401,3G,0,8754.965946,5216.723898,835
16,47,2,402,3G,0,8754.965946,5216.723898,835
16,47,2,401,3G,0,8754.965946,5216.723898,835
17,47,2,402,3G,0,8754.965946,5216.723898,835
17,47,2,401,3G,0,8754.965946,5216.723898,835
18,47,2,402,3G,0,8754.965946,5216.723898,835
18,47,2,401,3G,0,8754.965946,5216.723898,835
