t,AntennaId,EventCode,PhoneId,NetworkType,TA,x,y,TileId
1250,15,0,577,3G,0,7200.000000,2012.696007,348
1251,15,1,577,3G,0,7187.303993,2050.000000,348
1252,15,0,577,3G,0,7137.303993,2050.000000,348
1253,15,2,577,3G,0,7087.303993,2050.000000,348
1254,15,2,577,3G,0,7037.303993,2050.000000,348
1255,15,2,577,3G,0,6987.303993,2050.000000,347
1256,15,2,577,3G,0,6937.303993,2050.000000,347
1257,15,2,577,3G,0,6887.303993,2050.000000,347
1258,15,2,577,3G,0,6837.303993,2050.000000,347
1259,15,2,577,3G,0,6787.303993,2050.000000,347
1260,15,2,577,3G,0,6750.000000,2037.303993,346
1261,15,2,577,3G,0,6737.303993,2000.000000,306
1262,15,2,577,3G,0,6700.000000,2012.696007,346
1263,15,2,577,3G,0,6687.303993,2050.000000,346
1264,15,2,577,3G,0,6637.303993,2050.000000,346
1265,15,2,577,3G,0,6587.303993,2050.000000,346
1266,15,2,577,3G,0,6537.303993,2050.000000,346
1267,15,2,577,3G,0,6487.303993,2050.000000,345
1268,15,2,577,3G,0,6437.303993,2050.000000,345
1269,15,1,577,3G,0,6387.303993,2050.000000,345
1271,15,0,577,3G,0,6350.000000,1987.303993,305
1272,15,2,577,3G,0,6350.000000,1962.696007,305
1273,15,1,577,3G,0,6350.000000,2012.696007,345
