t,AntennaId,EventCode,PhoneId,NetworkType,TA,x,y,TileId
1316,49,0,375,3G,2,5002.300814,2019.594786,340
1317,49,1,375,3G,2,5002.300814,2019.594786,340
1339,49,0,375,3G,2,5002.300814,2019.594786,340
1340,49,1,375,3G,2,5002.300814,2019.594786,340
1374,49,0,375,3G,2,5002.300814,2019.594786,340
1375,49,1,375,3G,2,5002.300814,2019.594786,340
1380,49,0,375,3G,2,5002.300814,2019.594786,340
1381,49,1,375,3G,2,5002.300814,2019.594786,340
1398,49,0,375,3G,2,5002.300814,2019.594786,340
1399,49,1,375,3G,2,5002.300814,2019.594786,340
1433,49,0,375,3G,2,5002.300814,2019.594786,340
1434,49,1,375,3G,2,5002.300814,2019.594786,340
1439,49,0,375,3G,2,5002.300814,2019.594786,340
1440,49,1,375,3G,2,5002.300814,2019.594786,340
1457,49,0,375,3G,2,5002.300814,2019.594786,340
1458,49,1,375,3G,2,5002.300814,2019.594786,340
1492,49,0,375,3G,2,5002.300814,2019.594786,340
1493,49,1,375,3G,2,5002.300814,2019.594786,340
1498,49,0,375,3G,2,5002.300814,2019.594786,340
1499,49,1,375,3G,2,5002.300814,2019.594786,340
1516,49,0,375,3G,2,5002.300814,2019.594786,340
1517,49,1,375,3G,2,5002.300814,2019.594786,340
1551,49,0,375,3G,2,5002.300814,2019.594786,340
1552,49,1,375,3G,2,5002.300814,2019.594786,340
1557,49,0,375,3G,2,5002.300814,2019.594786,340
1558,49,1,375,3G,2,5002.300814,2019.594786,340
1575,49,0,375,3G,2,5002.300814,2019.594786,340
1576,49,1,375,3G,2,5002.300814,2019.594786,340
1610,49,0,375,3G,2,5002.300814,2019.594786,340
1611,49,1,375,3G,2,5002.300814,2019.594786,340
1616,49,0,375,3G,2,5002.300814,2019.594786,340
1617,49,1,375,3G,2,5002.300814,2019.594786,340
1634,49,0,375,3G,2,5002.300814,2019.594786,340
1635,49,1,375,3G,2,5002.300814,2019.594786,340
1669,49,0,375,3G,2,5002.300814,2019.594786,340
1670,49,1,375,3G,2,5002.300814,2019.594786,340
1675,49,0,375,3G,2,5002.300814,2019.594786,340
1676,49,1,375,3G,2,5002.300814,2019.594786,340
1693,49,0,375,3G,2,5002.300814,2019.594786,340
1694,49,1,375,3G,2,5002.300814,2019.594786,340
1728,49,0,375,3G,2,5002.300814,2019.594786,340
1729,49,1,375,3G,2,5002.300814,2019.594786,340
1734,49,0,375,3G,2,5002.300814,2019.594786,340
1735,49,1,375,3G,2,5002.300814,2019.594786,340
1752,49,0,375,3G,2,5002.300814,2019.594786,340
1753,49,1,375,3G,2,5002.300814,2019.594786,340
1787,49,0,375,3G,2,5002.300814,2019.594786,340
1788,49,1,375,3G,2,5002.300814,2019.594786,340
1793,49,0,375,3G,2,5002.300814,2019.594786,340
1794,49,1,375,3G,2,5002.300814,2019.594786,340
1811,49,0,375,3G,2,5002.300814,2019.594786,340
1812,49,1,375,3G,2,5002.300814,2019.594786,340
1846,49,0,375,3G,2,5002.300814,2019.594786,340
1847,49,1,375,3G,2,5002.300814,2019.594786,340
1852,49,0,375,3G,2,5002.300814,2019.594786,340
1853,49,1,375,3G,2,5002.300814,2019.594786,340
1870,49,0,375,3G,2,5002.300814,2019.594786,340
1871,49,1,375,3G,2,5002.300814,2019.594786,340
1905,49,0,375,3G,2,5002.300814,2019.594786,340
1906,49,1,375,3G,2,5002.300814,2019.594786,340
1911,49,0,375,3G,2,5002.300814,2019.594786,340
1912,49,1,375,3G,2,5002.300814,2019.594786,340
1929,49,0,375,3G,2,5002.300814,2019.594786,340
1930,49,1,375,3G,2,5002.300814,2019.594786,340
1964,49,0,375,3G,2,5002.300814,2019.594786,340
1965,49,1,375,3G,2,5002.300814,2019.594786,340
1970,49,0,375,3G,2,5002.300814,2019.594786,340
1971,49,1,375,3G,2,5002.300814,2019.594786,340
